"NO";"KODE BARANG";"NAMA BARANG";"SATUAN";"SALDO AWAL";"HARGA";"TOTAL"
"a78db011-d7b7-11eb-956f-d306a425ce97";"1.1.241";"Pipa 1/2 """;"batang";"";"";""
"b5543aed-d7b7-11eb-956f-d306a425ce97";"1.1.242";"pipa 4""";"batang";"";"";""
"d2b44e90-d7b7-11eb-956f-d306a425ce97";"1.1.243";"selang wastafel";"buah";"";"";""
"d662140f-d7b7-11eb-956f-d306a425ce97";"1.1.244";"sambungan T 1/2""";"buah";"";"";""
"d92894a3-d7b7-11eb-956f-d306a425ce97";"1.1.245";"wastafel";"buah";"";"";""
"70c8c4b7-d891-11eb-956f-d306a425ce97";"1.1.246";"Stop Kontak";"buah";"";"";""
"72db7d93-daf7-11eb-956f-d306a425ce97";"1.1.247";"Pasir";"m2";"";"";""
"92230553-daf7-11eb-956f-d306a425ce97";"1.1.248";"Saringan Pasir";"meter";"";"";""
"2c1c3f94-dedb-11eb-956f-d306a425ce97";"1.1.249";"sepatu kerja boot";"buah";"";"";""
"39b6591c-e2bc-11eb-956f-d306a425ce97";"1.1.250";"Karung Plastic/Bagor";"buah";"";"";""
"5599a126-e2bc-11eb-956f-d306a425ce97";"1.1.251";"Pipa PVC D=8 Inc/4m AW";"batang";"";"";""
"c23dd49b-e528-11eb-956f-d306a425ce97";"1.1.252";"koral";"rim";"";"";""
"ca3bde8f-e528-11eb-956f-d306a425ce97";"1.1.253";"lis keramik dinding 10cmx 20cm";"buah";"";"";""
"d12b6ae8-e528-11eb-956f-d306a425ce97";"1.1.254";"plastik hitam kecil uk. 32 x 55 cm";"pack";"";"";""
"393dfa1f-e5eb-11eb-956f-d306a425ce97";"1.1.255";"Oli";"buah";"";"";""
"ee6a62cc-fbe0-11eb-956f-d306a425ce97";"1.1.256";"Sewa Alat Kegiatan Pemeliharaan Rutin";"paket";"";"";""
"7b250eac-fccd-11eb-956f-d306a425ce97";"1.1.257";"Semen";"kg";"";"";""
"55b2d3f2-03de-11ec-956f-d306a425ce97";"1.1.258";"Lem Pipa";"buah";"";"";""
"4748ada5-03df-11ec-956f-d306a425ce97";"1.1.259";"Kalsiboar 1x1";"buah";"";"";""
"ca9ee82f-03df-11ec-956f-d306a425ce97";"1.1.260";"Mur Baut";"pcs";"";"";""
"19f81bf8-03e0-11ec-956f-d306a425ce97";"1.1.261";"Pipa PVC";"buah";"";"";""
"9d9a47e4-03e0-11ec-956f-d306a425ce97";"1.1.262";"Wood Filler";"kg";"";"";""
"cec05674-03e0-11ec-956f-d306a425ce97";"1.1.263";"Lem Kuning";"buah";"";"";""
"14431b26-03e1-11ec-956f-d306a425ce97";"1.1.264";"Linggis";"buah";"";"";""
"285df2f1-03e1-11ec-956f-d306a425ce97";"1.1.265";"Pacul";"buah";"";"";""
"39e34741-03e1-11ec-956f-d306a425ce97";"1.1.266";"Sabit";"buah";"";"";""
"c14c0213-03e2-11ec-956f-d306a425ce97";"1.1.268";"Batu Andesit";"buah";"";"";""
"41064e99-03e3-11ec-956f-d306a425ce97";"1.1.269";"coating";"kg";"";"";""
"22071af6-03e5-11ec-956f-d306a425ce97";"1.1.270";"Pipa 1,5""";"pcs";"";"";""
"1f36a536-03e7-11ec-956f-d306a425ce97";"1.1.271";"Dexlite";"liter";"";"";""
"e3d7d211-03e8-11ec-956f-d306a425ce97";"1.1.272";"Paku Eternit";"kg";"";"";""
"ed0745d6-03e9-11ec-956f-d306a425ce97";"1.1.273";"Papan Nama";"buah";"";"";""
"7464645b-03ea-11ec-956f-d306a425ce97";"1.1.274";"Pertaminadex";"liter";"";"";""
"c5ccee59-03ea-11ec-956f-d306a425ce97";"1.1.275";"Cat Pelapis";"buah";"";"";""
"3992900a-03ec-11ec-956f-d306a425ce97";"1.1.276";"Keramik 25x25";"m2";"";"";""
"5ab65a40-03ed-11ec-956f-d306a425ce97";"1.1.277";"Slot Pintu";"set";"";"";""
"9a6bdea1-03ed-11ec-956f-d306a425ce97";"1.1.278";"Gypsum";"SAK";"";"";""
"fc7856fe-0fa9-11ec-956f-d306a425ce97";"1.1.279";"Obat Cor";"kaleng";"";"";""
"7e36afb7-24c6-11ec-956f-d306a425ce97";"1.1.280";"Cat";"paket";"";"";""
"25c87d97-45d4-11ec-83eb-7cd2a8d2243d";"1.1.281";"Bahan Pengecatan Belanja Bahan Bangunan dan Konstruksi ";"paket";"";"";""
"e0e7c8bf-48eb-11ec-83eb-7cd2a8d2243d";"1.1.282";"Seal Tape";"buah";"";"";""
"f47090bd-48eb-11ec-83eb-7cd2a8d2243d";"1.1.283";"Eternit Asbes 1 x 1 m2 ( 3 mm )";"lembar";"";"";""
"e425d827-50dd-11ec-8ae5-2ddcc95961d9";"1.1.284";"Besi Siku 5X5";"batang";"";"";""
"e844f4d5-50dd-11ec-8ae5-2ddcc95961d9";"1.1.285";"Besi Siku 4X4";"batang";"";"";""
"ef1afb4e-50dd-11ec-8ae5-2ddcc95961d9";"1.1.286";"Cat Meni Besi";"kg";"";"";""
"f41a01f5-50dd-11ec-8ae5-2ddcc95961d9";"1.1.287";"Cat Tiner";"kg";"";"";""
"fa5e8860-50dd-11ec-8ae5-2ddcc95961d9";"1.1.288";"Kuwas";"buah";"";"";""
"0206fcf3-50de-11ec-8ae5-2ddcc95961d9";"1.1.289";"Papan Kayu";"lembar";"";"";""
"0fdd73e1-50de-11ec-8ae5-2ddcc95961d9";"1.1.290";"Semen";"kg";"";"";""
"11dc4f8c-50de-11ec-8ae5-2ddcc95961d9";"1.1.291";"Pasir Beton Wono";"kg";"";"";""
"1a13051d-50de-11ec-8ae5-2ddcc95961d9";"1.1.292";"Batu Pecah/Split";"paket";"";"";""
"203eb7eb-50de-11ec-8ae5-2ddcc95961d9";"1.1.293";"Pasir Beton Wono";"paket";"";"";""
"29d403fa-50de-11ec-8ae5-2ddcc95961d9";"1.1.294";"Pasir Pasang";"paket";"";"";""
"336f123a-50de-11ec-8ae5-2ddcc95961d9";"1.1.295";"Pipa Pvc 1";"batang";"";"";""
"39bb4af2-50de-11ec-8ae5-2ddcc95961d9";"1.1.296";"Pipa Pvc 2";"batang";"";"";""
"404119cd-50de-11ec-8ae5-2ddcc95961d9";"1.1.297";"Elbow Pvc 1";"lembar";"";"";""
"4ed8ab69-50de-11ec-8ae5-2ddcc95961d9";"1.1.298";"Tee  Pvc 1";"buah";"";"";""
"52c7a9ef-50de-11ec-8ae5-2ddcc95961d9";"1.1.299";"Dop Pvc 1";"buah";"";"";""
"568b9dee-50de-11ec-8ae5-2ddcc95961d9";"1.1.300";"Elbow Pvc 2";"buah";"";"";""
"5a10ca31-50de-11ec-8ae5-2ddcc95961d9";"1.1.301";"Tee  Pvc 2";"buah";"";"";""
"5dc7d748-50de-11ec-8ae5-2ddcc95961d9";"1.1.302";"Elbow Pvc 3";"buah";"";"";""
"617c4295-50de-11ec-8ae5-2ddcc95961d9";"1.1.303";"Tee  Pvc 3";"buah";"";"";""
"655a5c6c-50de-11ec-8ae5-2ddcc95961d9";"1.1.304";"Tee Pvc 1,5";"buah";"";"";""
"68cb8fd5-50de-11ec-8ae5-2ddcc95961d9";"1.1.305";"Elbow Pvc 1,5";"buah";"";"";""
"6d86d55b-50de-11ec-8ae5-2ddcc95961d9";"1.1.306";"Stop Kran Tipe Handle 1,5";"buah";"";"";""
"71d6a436-50de-11ec-8ae5-2ddcc95961d9";"1.1.307";"Over Lope 1,5 Ke 3/4";"buah";"";"";""
"75517233-50de-11ec-8ae5-2ddcc95961d9";"1.1.308";"Pipa Pvc 1,5";"buah";"";"";""
"79da2ab9-50de-11ec-8ae5-2ddcc95961d9";"1.1.309";"Stop Kontak";"buah";"";"";""
"f4de6f19-5705-11ec-8ae5-2ddcc95961d9";"1.1.310";"Belanja Bahan bangunan Pemeliharaan Rutin Jalan, Jembatan dan Irigasi";"paket";"";"";""
"0f1caf99-5e42-11ec-8ae5-2ddcc95961d9";"1.1.311";"Acrylic";"meter";"";"";""
"1a1119d2-5e42-11ec-8ae5-2ddcc95961d9";"1.1.312";"Rangka Besi";"meter";"";"";""
"082ff6bf-620e-11ec-8ae5-2ddcc95961d9";"1.1.313";"ember Plastik ";"buah";"";"";""
"e7eaaa57-62db-11ec-8ae5-2ddcc95961d9";"1.1.314";"Exahaust Fan";"buah";"";"";""
"396d306c-6619-11ec-8ae5-2ddcc95961d9";"1.1.315";"Controlled Lendfill";"m2";"";"";""
"2f4edaea-a32a-11ec-a539-3aaaa53c3c78";"1.1.10001";"Wallpaper ";"rol";"";"";""
"2f4edd92-a32a-11ec-a539-3aaaa53c3c78";"1.1.10002";"TANG BUAYA";"buah";"";"";""
"2f4edec1-a32a-11ec-a539-3aaaa53c3c78";"1.1.10003";"AMPLAS FUJI";"lembar";"";"";""
"2f4edfd5-a32a-11ec-a539-3aaaa53c3c78";"1.1.10004";"AMPLAS ROLL P 120";"meter";"";"";""
"2f4ee0e5-a32a-11ec-a539-3aaaa53c3c78";"1.1.10005";"ANGLE VALVE 1/2 JF 03";"buah";"";"";""
"2f4ee1f1-a32a-11ec-a539-3aaaa53c3c78";"1.1.10006";"AVOR 1 1/2 PLAT CROM ";"buah";"";"";""
"2f4ee2ff-a32a-11ec-a539-3aaaa53c3c78";"1.1.10007";"AVOR BCP SKI";"buah";"";"";""
"2f4ee40b-a32a-11ec-a539-3aaaa53c3c78";"1.1.10008";"Avour stainless";"buah";"";"";""
"2f4ee516-a32a-11ec-a539-3aaaa53c3c78";"1.1.10009";"BALL VALVE  2";"buah";"";"";""
"2f4ee620-a32a-11ec-a539-3aaaa53c3c78";"1.1.10010";"BALL VALVE 1/2 KN";"buah";"";"";""
"2f4ee72d-a32a-11ec-a539-3aaaa53c3c78";"1.1.10011";"BALL VALVE 1/2 PVBG";"buah";"";"";""
"2f4ee83c-a32a-11ec-a539-3aaaa53c3c78";"1.1.10012";"BATA MERAH";"buah";"";"";""
"2f4ee94b-a32a-11ec-a539-3aaaa53c3c78";"1.1.10013";"BATH MIXER ONDA";"buah";"";"";""
"2f4eea5c-a32a-11ec-a539-3aaaa53c3c78";"1.1.10014";"BAUT 3/8X2";"buah";"";"";""
"2f4eeb6a-a32a-11ec-a539-3aaaa53c3c78";"1.1.10015";"BAUT DINABOL 10X50";"buah";"";"";""
"2f4eecf3-a32a-11ec-a539-3aaaa53c3c78";"1.1.10016";"BAUT DINABOL 10X77";"buah";"";"";""
"2f4eedd5-a32a-11ec-a539-3aaaa53c3c78";"1.1.10017";"BAUT FISHER 1/4 X 2";"buah";"";"";""
"2f4eeeaa-a32a-11ec-a539-3aaaa53c3c78";"1.1.10018";"BAUT FISHER 1/4 X 3 1/2";"buah";"";"";""
"2f4eef7c-a32a-11ec-a539-3aaaa53c3c78";"1.1.10019";"BAUT FISHER 1/4 X 4";"buah";"";"";""
"2f4ef04f-a32a-11ec-a539-3aaaa53c3c78";"1.1.10020";"BAUT FISHER 5/16 X 4";"buah";"";"";""
"2f4ef123-a32a-11ec-a539-3aaaa53c3c78";"1.1.10021";"BAUT KN 10X60";"buah";"";"";""
"2f4ef1fa-a32a-11ec-a539-3aaaa53c3c78";"1.1.10022";"BAUT KN 6X80";"buah";"";"";""
"2f4ef2d2-a32a-11ec-a539-3aaaa53c3c78";"1.1.10023";"BAUT KN M6X25";"buah";"";"";""
"2f4ef3a9-a32a-11ec-a539-3aaaa53c3c78";"1.1.10024";"BAUT M5X20";"buah";"";"";""
"2f4ef4f1-a32a-11ec-a539-3aaaa53c3c78";"1.1.10025";"BAUT PAB 12X2";"buah";"";"";""
"2f4ef5d2-a32a-11ec-a539-3aaaa53c3c78";"1.1.10026";"BENANG NILON";"buah";"";"";""
"2f4ef6a9-a32a-11ec-a539-3aaaa53c3c78";"1.1.10027";"Besi siku  ukuran 4 x 4 cm";"batang";"";"";""
"2f4ef783-a32a-11ec-a539-3aaaa53c3c78";"1.1.10028";"BETEL TOPI JUMBO 10''";"buah";"";"";""
"2f4ef85a-a32a-11ec-a539-3aaaa53c3c78";"1.1.10029";"CAT INTERIOR (5kg)";"galon";"";"";""
"2f4ef931-a32a-11ec-a539-3aaaa53c3c78";"1.1.10030";"CLOSET AMERICA STANDART";"buah";"";"";""
"2f4efa08-a32a-11ec-a539-3aaaa53c3c78";"1.1.10031";"CLOSET MONOBLOK";"buah";"";"";""
"2f4efae1-a32a-11ec-a539-3aaaa53c3c78";"1.1.10032";"DOBEL NEPEL 1/2 X 1/2";"buah";"";"";""
"2f4efbbb-a32a-11ec-a539-3aaaa53c3c78";"1.1.10033";"DOP 1/2 R";"buah";"";"";""
"2f4efc95-a32a-11ec-a539-3aaaa53c3c78";"1.1.10034";"DOP 3 R DV";"buah";"";"";""
"2f4efd6f-a32a-11ec-a539-3aaaa53c3c78";"1.1.10035";"DOP 3/4 R";"buah";"";"";""
"2f4efe49-a32a-11ec-a539-3aaaa53c3c78";"1.1.10036";"DOP 4 R";"buah";"";"";""
"2f4eff2b-a32a-11ec-a539-3aaaa53c3c78";"1.1.10037";"DRY WALL 6X1";"pak";"";"";""
"2f4f0009-a32a-11ec-a539-3aaaa53c3c78";"1.1.10038";"F KNIE 1/2 DRAT KN";"buah";"";"";""
"2f4f00f0-a32a-11ec-a539-3aaaa53c3c78";"1.1.10039";"F KNIE 1/2X3/4 R ";"buah";"";"";""
"2f4f01dd-a32a-11ec-a539-3aaaa53c3c78";"1.1.10040";"F KNIE 3/4 DRAT KN";"buah";"";"";""
"2f4f02c1-a32a-11ec-a539-3aaaa53c3c78";"1.1.10041";"F SHOCK 1 1/2 R AW";"buah";"";"";""
"2f4f03ca-a32a-11ec-a539-3aaaa53c3c78";"1.1.10042";"F SOK 1/2 DRAT KN";"buah";"";"";""
"2f4f049a-a32a-11ec-a539-3aaaa53c3c78";"1.1.10043";"F SOK 3/4 R AW";"buah";"";"";""
"2f4f056b-a32a-11ec-a539-3aaaa53c3c78";"1.1.10044";"FEMALE ELBOW 1/2";"buah";"";"";""
"2f4f063a-a32a-11ec-a539-3aaaa53c3c78";"1.1.10045";"FISHER S10";"buah";"";"";""
"2f4f070a-a32a-11ec-a539-3aaaa53c3c78";"1.1.10046";"FISHER S6";"dus";"";"";""
"2f4f07da-a32a-11ec-a539-3aaaa53c3c78";"1.1.10047";"FISHER S8";"buah";"";"";""
"2f4f08aa-a32a-11ec-a539-3aaaa53c3c78";"1.1.10048";"FOOT KLEP 1 HOLY KN";"buah";"";"";""
"2f4f097c-a32a-11ec-a539-3aaaa53c3c78";"1.1.10049";"GEMBOK 50mm";"buah";"";"";""
"2f4f0a4d-a32a-11ec-a539-3aaaa53c3c78";"1.1.10050";"GERGAJI BESI SANDFLEX";"buah";"";"";""
"2f4f0b1f-a32a-11ec-a539-3aaaa53c3c78";"1.1.10051";"GRC BOARD 120X240";"lembar";"";"";""
"2f4f0bf2-a32a-11ec-a539-3aaaa53c3c78";"1.1.10052";"JET SHOWER S 75";"buah";"";"";""
"2f4f0cc6-a32a-11ec-a539-3aaaa53c3c78";"1.1.10053";"KASO 3 X5X3 KR";"buah";"";"";""
"2f4f0d9c-a32a-11ec-a539-3aaaa53c3c78";"1.1.10054";"KAWAT BAJA 8,1";"buah";"";"";""
"2f4f0e72-a32a-11ec-a539-3aaaa53c3c78";"1.1.10055";"KAWAT HIJAU 1/4''";"meter";"";"";""
"2f4f0f4a-a32a-11ec-a539-3aaaa53c3c78";"1.1.10056";"KAWAT NO 16";"kg";"";"";""
"2f4f1025-a32a-11ec-a539-3aaaa53c3c78";"1.1.10057";"KAWAT PUTIH NO 18";"kg";"";"";""
"2f4f1101-a32a-11ec-a539-3aaaa53c3c78";"1.1.10058";"KERAMIK 25X25";"m2";"";"";""
"2f4f11db-a32a-11ec-a539-3aaaa53c3c78";"1.1.10059";"KIKIR FIBER MINAR";"buah";"";"";""
"2f4f12b5-a32a-11ec-a539-3aaaa53c3c78";"1.1.10060";"KLEM NO 17";"pak";"";"";""
"2f4f1392-a32a-11ec-a539-3aaaa53c3c78";"1.1.10061";"KLEM PIPA 3/4";"buah";"";"";""
"2f4f146e-a32a-11ec-a539-3aaaa53c3c78";"1.1.10062";"KLEM PIPA PVC 1/2";"buah";"";"";""
"2f4f1549-a32a-11ec-a539-3aaaa53c3c78";"1.1.10063";"KNIE 1 1/2 R AW";"buah";"";"";""
"2f4f1626-a32a-11ec-a539-3aaaa53c3c78";"1.1.10064";"KNIE 1 1/4 R AW";"buah";"";"";""
"2f4f1703-a32a-11ec-a539-3aaaa53c3c78";"1.1.10065";"KNIE 1 R";"buah";"";"";""
"2f4f17e2-a32a-11ec-a539-3aaaa53c3c78";"1.1.10066";"KNIE 1/2 R";"buah";"";"";""
"2f4f18c1-a32a-11ec-a539-3aaaa53c3c78";"1.1.10067";"KNIE 2 R AW";"buah";"";"";""
"2f4f19c3-a32a-11ec-a539-3aaaa53c3c78";"1.1.10068";"KNIE 2 R DV";"buah";"";"";""
"2f4f1a92-a32a-11ec-a539-3aaaa53c3c78";"1.1.10069";"KNIE 3 R 45";"buah";"";"";""
"2f4f1b60-a32a-11ec-a539-3aaaa53c3c78";"1.1.10070";"KNIE 3/4 R";"buah";"";"";""
"2f4f1c2f-a32a-11ec-a539-3aaaa53c3c78";"1.1.10071";"KNIE 4 R AW";"buah";"";"";""
"2f4f1cfd-a32a-11ec-a539-3aaaa53c3c78";"1.1.10072";"KNIE DRAT 3/4 KN";"buah";"";"";""
"2f4f1dcc-a32a-11ec-a539-3aaaa53c3c78";"1.1.10073";"KRAN 1/2 BL";"buah";"";"";""
"2f4f1e9c-a32a-11ec-a539-3aaaa53c3c78";"1.1.10074";"KRAN 1/2 BLS";"buah";"";"";""
"2f4f1f6e-a32a-11ec-a539-3aaaa53c3c78";"1.1.10075";"KRAN 3/4 BLS";"buah";"";"";""
"2f4f2041-a32a-11ec-a539-3aaaa53c3c78";"1.1.10076";"KRAN ANGSA";"buah";"";"";""
"2f4f2115-a32a-11ec-a539-3aaaa53c3c78";"1.1.10077";"KRAN ANGSA SOLIGEN ";"buah";"";"";""
"2f4f21ef-a32a-11ec-a539-3aaaa53c3c78";"1.1.10078";"KRAN CLS 02 1/2 HDL";"buah";"";"";""
"2f4f22d1-a32a-11ec-a539-3aaaa53c3c78";"1.1.10079";"KRAN CLS 04 3/4 HDL ";"buah";"";"";""
"2f4f23a7-a32a-11ec-a539-3aaaa53c3c78";"1.1.10080";"KRAN JF 08";"buah";"";"";""
"2f4f247d-a32a-11ec-a539-3aaaa53c3c78";"1.1.10081";"KRAN WASTAFEL Y319";"buah";"";"";""
"2f4f2554-a32a-11ec-a539-3aaaa53c3c78";"1.1.10082";"KUAS IGUANA 1,5";"buah";"";"";""
"2f4f262b-a32a-11ec-a539-3aaaa53c3c78";"1.1.10083";"KUNCI 808 BESAR";"buah";"";"";""
"2f4f277f-a32a-11ec-a539-3aaaa53c3c78";"1.1.10084";"KUNCI PIPA RUSH ";"buah";"";"";""
"2f4f285a-a32a-11ec-a539-3aaaa53c3c78";"1.1.10085";"KUNCI ROFFING 8mm";"buah";"";"";""
"2f4f2934-a32a-11ec-a539-3aaaa53c3c78";"1.1.10086";"LASTOK 2.0 NIKO";"kg";"";"";""
"2f4f2a0f-a32a-11ec-a539-3aaaa53c3c78";"1.1.10087";"LEM BOTOL SOLIGEN";"buah";"";"";""
"2f4f2aec-a32a-11ec-a539-3aaaa53c3c78";"1.1.10088";"LEM RUGLUE";"buah";"";"";""
"2f4f2bc9-a32a-11ec-a539-3aaaa53c3c78";"1.1.10089";"LEPAN PVC ";"buah";"";"";""
"2f4f2ca6-a32a-11ec-a539-3aaaa53c3c78";"1.1.10090";"MATABOR LEGOK 12mm";"buah";"";"";""
"2f4f2d86-a32a-11ec-a539-3aaaa53c3c78";"1.1.10091";"MATABOR LEGOK 6mm";"buah";"";"";""
"2f4f2e65-a32a-11ec-a539-3aaaa53c3c78";"1.1.10092";"MATABOR TEMBOK ";"buah";"";"";""
"2f4f2f45-a32a-11ec-a539-3aaaa53c3c78";"1.1.10093";"METERAN 5M";"buah";"";"";""
"2f4f3043-a32a-11ec-a539-3aaaa53c3c78";"1.1.10094";"NEPEL TOREN 3/4X1";"buah";"";"";""
"2f4f3112-a32a-11ec-a539-3aaaa53c3c78";"1.1.10095";"OBENG BB ";"buah";"";"";""
"2f4f31df-a32a-11ec-a539-3aaaa53c3c78";"1.1.10096";"OTOMATIS 1/4 BUSTER";"buah";"";"";""
"2f4f32b0-a32a-11ec-a539-3aaaa53c3c78";"1.1.10097";"OTOMATIS JET PMS";"buah";"";"";""
"2f4f3380-a32a-11ec-a539-3aaaa53c3c78";"1.1.10098";"OTOMATIS POMPA RADAR 3/8";"buah";"";"";""
"2f4f3454-a32a-11ec-a539-3aaaa53c3c78";"1.1.10099";"PAB 10X1 1/2";"buah";"";"";""
"2f4f3526-a32a-11ec-a539-3aaaa53c3c78";"1.1.10100";"PAB 8 X 1 1/4";"buah";"";"";""
"2f4f35f8-a32a-11ec-a539-3aaaa53c3c78";"1.1.10101";"PAKU 1 1/2 ";"kg";"";"";""
"2f4f36cc-a32a-11ec-a539-3aaaa53c3c78";"1.1.10102";"PAKU 1 1/4 ";"kg";"";"";""
"2f4f37a1-a32a-11ec-a539-3aaaa53c3c78";"1.1.10103";"PAKU 2''";"kg";"";"";""
"2f4f3875-a32a-11ec-a539-3aaaa53c3c78";"1.1.10104";"PAKU 3''";"kg";"";"";""
"2f4f394a-a32a-11ec-a539-3aaaa53c3c78";"1.1.10105";"PAKU 3/4 ";"kg";"";"";""
"2f4f3a20-a32a-11ec-a539-3aaaa53c3c78";"1.1.10106";"PAKU BETON 4CM";"buah";"";"";""
"2f4f3af7-a32a-11ec-a539-3aaaa53c3c78";"1.1.10107";"PAKU KALSIBOARD";"kg";"";"";""
"2f4f3bce-a32a-11ec-a539-3aaaa53c3c78";"1.1.10108";"PALU FBR 1/2";"buah";"";"";""
"2f4f3ca6-a32a-11ec-a539-3aaaa53c3c78";"1.1.10109";"PASIR SIMPING";"m3";"";"";""
"2f4f3d7f-a32a-11ec-a539-3aaaa53c3c78";"1.1.10110";"PELAMPUNG 2""";"buah";"";"";""
"2f4f3e5a-a32a-11ec-a539-3aaaa53c3c78";"1.1.10111";"PELAMPUNG 3/4 ONDA ";"buah";"";"";""
"2f4f3f34-a32a-11ec-a539-3aaaa53c3c78";"1.1.10112";"PIPA 1 1/2 MSP AW ABU";"batang";"";"";""
"2f4f4010-a32a-11ec-a539-3aaaa53c3c78";"1.1.10113";"PIPA 1 1/4 MSP AW ABU";"batang";"";"";""
"2f4f40ec-a32a-11ec-a539-3aaaa53c3c78";"1.1.10114";"PIPA 1/2 MSP AW ABU";"batang";"";"";""
"2f4f41cb-a32a-11ec-a539-3aaaa53c3c78";"1.1.10115";"PIPA 2' MSP AW ABU";"batang";"";"";""
"2f4f42ac-a32a-11ec-a539-3aaaa53c3c78";"1.1.10116";"PIPA 3'' MSP AW ABU";"batang";"";"";""
"2f4f4390-a32a-11ec-a539-3aaaa53c3c78";"1.1.10117";"PIPA 4' MSP AW ABU";"batang";"";"";""
"2f4f44b3-a32a-11ec-a539-3aaaa53c3c78";"1.1.10118";"PLUG 1/2 R ";"buah";"";"";""
"2f4f459e-a32a-11ec-a539-3aaaa53c3c78";"1.1.10119";"PLUG 3/4 R";"buah";"";"";""
"2f4f46a4-a32a-11ec-a539-3aaaa53c3c78";"1.1.10120";"PROPAN LEM EPOXY";"buah";"";"";""
"2f4f4775-a32a-11ec-a539-3aaaa53c3c78";"1.1.10121";"PVC 1'' PVBG";"buah";"";"";""
"2f4f4843-a32a-11ec-a539-3aaaa53c3c78";"1.1.10122";"PVC 1/2 PVBG";"buah";"";"";""
"2f4f4912-a32a-11ec-a539-3aaaa53c3c78";"1.1.10123";"PVC 3/4 PVBG";"buah";"";"";""
"2f4f49e2-a32a-11ec-a539-3aaaa53c3c78";"1.1.10124";"REFILL KUAS ROLL 9''";"buah";"";"";""
"2f4f4ae5-a32a-11ec-a539-3aaaa53c3c78";"1.1.10125";"RING KN M12";"buah";"";"";""
"2f4f4bb9-a32a-11ec-a539-3aaaa53c3c78";"1.1.10126";"SARINGAN GOT ARCEL";"buah";"";"";""
"2f4f4c8c-a32a-11ec-a539-3aaaa53c3c78";"1.1.10127";"SELANG ANYAM 30";"buah";"";"";""
"2f4f4d60-a32a-11ec-a539-3aaaa53c3c78";"1.1.10128";"SELANG ANYAM 35";"buah";"";"";""
"2f4f4e33-a32a-11ec-a539-3aaaa53c3c78";"1.1.10129";"SELANG PUSO GARIS 5/8";"meter";"";"";""
"2f4f4f09-a32a-11ec-a539-3aaaa53c3c78";"1.1.10130";"SEMEN 40 kg (1 zak)";"SAK";"";"";""
"2f4f4fdf-a32a-11ec-a539-3aaaa53c3c78";"1.1.10131";"SEMPROTAN 16M SPEED";"buah";"";"";""
"2f4f50b7-a32a-11ec-a539-3aaaa53c3c78";"1.1.10132";"SET KUNCI L TEKIRO";"set";"";"";""
"2f4f5191-a32a-11ec-a539-3aaaa53c3c78";"1.1.10133";"SIFON STAINLESS CAB";"buah";"";"";""
"2f4f526a-a32a-11ec-a539-3aaaa53c3c78";"1.1.10134";"SIFON STENLIS SILVER";"buah";"";"";""
"2f4f5344-a32a-11ec-a539-3aaaa53c3c78";"1.1.10135";"SIKU BESI 4X4";"buah";"";"";""
"2f4f541e-a32a-11ec-a539-3aaaa53c3c78";"1.1.10136";"SINK TAP A 810 1/2";"buah";"";"";""
"2f4f54fb-a32a-11ec-a539-3aaaa53c3c78";"1.1.10137";"SKRAP";"buah";"";"";""
"2f4f55dc-a32a-11ec-a539-3aaaa53c3c78";"1.1.10138";"SOK 2 R AW";"buah";"";"";""
"2f4f56bb-a32a-11ec-a539-3aaaa53c3c78";"1.1.10139";"SOK 3 R AW";"buah";"";"";""
"2f4f5799-a32a-11ec-a539-3aaaa53c3c78";"1.1.10140";"SOK 4 R AW";"buah";"";"";""
"2f4f5878-a32a-11ec-a539-3aaaa53c3c78";"1.1.10141";"TALANG GALVALUM 3X90";"meter";"";"";""
"2f4f595a-a32a-11ec-a539-3aaaa53c3c78";"1.1.10142";"TEE 1/2 R AW";"buah";"";"";""
"2f4f5a3a-a32a-11ec-a539-3aaaa53c3c78";"1.1.10143";"TEE 2 R AW";"buah";"";"";""
"2f4f5b1c-a32a-11ec-a539-3aaaa53c3c78";"1.1.10144";"TEE 3/4 R AW";"buah";"";"";""
"2f4f5bfe-a32a-11ec-a539-3aaaa53c3c78";"1.1.10145";"TEE R DV 90";"buah";"";"";""
"2f4f5d01-a32a-11ec-a539-3aaaa53c3c78";"1.1.10146";"TEE VERLOB 3 X 1 1/2";"buah";"";"";""
"2f4f5dd2-a32a-11ec-a539-3aaaa53c3c78";"1.1.10147";"TEE VERLOB 4X2 AW";"buah";"";"";""
"2f4f5ea2-a32a-11ec-a539-3aaaa53c3c78";"1.1.10148";"THINER ENAMEL";"liter";"";"";""
"2f4f5f73-a32a-11ec-a539-3aaaa53c3c78";"1.1.10149";"TRIPLEK tebal 6mm";"lembar";"";"";""
"2f4f6045-a32a-11ec-a539-3aaaa53c3c78";"1.1.10150";"V SHOCK 1 R AW";"buah";"";"";""
"2f4f6119-a32a-11ec-a539-3aaaa53c3c78";"1.1.10151";"V SHOCK 1/2 R";"buah";"";"";""
"2f4f61ec-a32a-11ec-a539-3aaaa53c3c78";"1.1.10152";"V SHOCK 1X3/4";"buah";"";"";""
"2f4f62c0-a32a-11ec-a539-3aaaa53c3c78";"1.1.10153";"V SHOCK 2 R AW";"buah";"";"";""
"2f4f6396-a32a-11ec-a539-3aaaa53c3c78";"1.1.10154";"V SHOCK 2X1 R AW";"buah";"";"";""
